donor_id,influencer_id,relationship_type,relationship_weight,interest_category,created_at
17efca01-b251-4116-af78-e8b0f105c5d6,943c953a-9774-4e9d-9f1f-2a4ad560c7ab,Student/teacher,8,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
dad66b35-abae-4363-b38b-b84e0bf7e086,943c953a-9774-4e9d-9f1f-2a4ad560c7ab,Advisor/Advisee,7,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
927a2ea3-ad46-4c7e-bc05-5e13c9c6d353,bf987358-1a34-4ef5-a0f7-b6d73e27fd09,Co-author,7,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
9fb589c8-d65f-488e-b33e-428e969b6cd6,bf987358-1a34-4ef5-a0f7-b6d73e27fd09,Co-author,7,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
51bc23c5-e2f2-45ee-8541-33023c9c6b93,bf987358-1a34-4ef5-a0f7-b6d73e27fd09,Fellow Committee Member,5,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
24009d6b-1f2a-40f7-95ea-616fa6a70a4e,60ad3b01-6542-4e4e-b715-36d7cc9539ae,Business Partner,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
aaaa5064-6b5a-48c5-92d6-420bb08ed13b,60ad3b01-6542-4e4e-b715-36d7cc9539ae,Fellow Speaker,3,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
eb87508b-f4b7-471c-a18d-013d8779f1a9,60ad3b01-6542-4e4e-b715-36d7cc9539ae,Fellow Board Member,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
3fd5da33-92af-46c6-a4e8-4d9b76079863,60ad3b01-6542-4e4e-b715-36d7cc9539ae,Advisor/Advisee,7,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
39c0f010-b8fb-491a-85db-78182780d6dc,60ad3b01-6542-4e4e-b715-36d7cc9539ae,Fellow Board Member,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
05d13956-e1a5-4ff8-9204-2af2f626d2e7,450e5816-4a0c-49b2-a8d5-ffeabe1ac073,Student/teacher,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
db55f288-8523-45a2-be49-654f7abf1358,dafbe5a4-f72d-4e5e-a39d-c594d0204109,Family - extended,5,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
79d0c8a5-cccb-4e2b-9b7f-5c1754b5a664,4406f8c8-b5a1-475d-a01d-eff07eefcede,Collaborated with,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
af047bc6-7be7-41d0-a147-e2c9d453229c,4406f8c8-b5a1-475d-a01d-eff07eefcede,Family - first level,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
660f161d-b84c-4b32-a0ba-357aac82ed3a,4406f8c8-b5a1-475d-a01d-eff07eefcede,Reported to,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
4a881899-37f1-430c-93fb-b40ad86c5965,beb5338f-997d-4081-936c-a3148fd07e5c,Business Partner,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
2dd1b902-b67e-4c39-8890-535aa0f412d6,f3a39504-8527-4542-a22c-fef10550dcb4,Co-founder,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
1c294395-ac18-4ca0-a216-b07355b3c514,f3a39504-8527-4542-a22c-fef10550dcb4,Fellow Alumni,3,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
c20542b0-a3d2-45ca-a121-f6296ef5ae6a,ecd9df79-22a9-416c-a3b7-5a207ccb2e4f,Family - extended,5,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
2728c27d-cbf1-44ca-bf92-b64c1d18f4fa,ecd9df79-22a9-416c-a3b7-5a207ccb2e4f,Student/teacher,8,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
91ea5d72-1d40-45c6-a4cb-892ed1484ebe,c6a440d4-ce48-476e-9ab2-41a32aa8ddcc,Business Partner,9,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
3ce5f49a-1a6e-4439-a0b8-badf2c3d3524,dd601c90-61fb-419a-b070-bd0c79ee5895,Family - first level,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
c6a00161-86b7-44f6-b088-57742be3b16a,dd601c90-61fb-419a-b070-bd0c79ee5895,Business Partner,9,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
26df100c-4551-4ba1-8bc3-6011a43d5880,dd601c90-61fb-419a-b070-bd0c79ee5895,Fellow Alumni,3,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
57d12c08-e268-4923-a4d0-34d5939a18e0,8858b229-f760-4d8a-9eb4-7ebe943d5a48,Fellow Alumni,3,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
55127d3c-0e51-4a93-aabc-6efe62d285d8,8858b229-f760-4d8a-9eb4-7ebe943d5a48,Mentor/Mentee,8,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
73320fcd-d6ec-4938-b84c-6546e5e1353e,8858b229-f760-4d8a-9eb4-7ebe943d5a48,Family - first level,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
b69cb89c-384e-41e2-8caa-30a597f1c06e,8858b229-f760-4d8a-9eb4-7ebe943d5a48,Family - first level,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
90c9c816-8ab2-4dce-82bd-ba5f6f06bede,8858b229-f760-4d8a-9eb4-7ebe943d5a48,Mentor/Mentee,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
0748175f-9a12-4919-8233-33c7b187f869,98c0224f-b76a-4518-ae4a-fdaf2a641dad,Reported to,9,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
067c7536-bbb2-4aa7-9b5f-7d50dc620a50,98c0224f-b76a-4518-ae4a-fdaf2a641dad,Co-worker/Colleague,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
abcbb48f-b8a3-426f-8c5f-76efbc3829c0,98c0224f-b76a-4518-ae4a-fdaf2a641dad,Friends with,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
e27c5da5-556b-4c6b-a52c-5996a66dcdd0,98c0224f-b76a-4518-ae4a-fdaf2a641dad,Mentor/Mentee,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
0e174672-fa48-4e6e-b265-96087895f4d1,98c0224f-b76a-4518-ae4a-fdaf2a641dad,Fellow Board Member,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
ef4a5283-c71a-4937-9056-65c6cca2d956,5f8a6ea4-f0a2-4b98-bbbc-3503bb1d120f,Student/teacher,8,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
cc80dd2c-7239-4612-84c8-40f9e131a70c,5f8a6ea4-f0a2-4b98-bbbc-3503bb1d120f,Reported to,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
32de2a7c-66c9-499b-a9ff-67f6b22fde69,5f8a6ea4-f0a2-4b98-bbbc-3503bb1d120f,Fellow Committee Member,5,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
c6fd010e-42bf-4835-9651-d52379fc9ffe,8fa7df59-5f98-4cb4-8552-5f7ec3c70f13,Family - first level,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
764c8faf-fd21-438e-91e4-a991a5f166a7,81853109-44b3-46e7-915b-933e9b7f39ea,Co-worker/Colleague,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
61bf640d-ef78-49cc-bb4f-c9d045902a58,4ce63fb4-0066-4789-882c-cca3a4c6cfbc,Fellow Board Member,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
34301b6e-a517-4484-9730-0a61551f4f4c,4ce63fb4-0066-4789-882c-cca3a4c6cfbc,Reported to,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
2b177450-699d-44b1-b572-0da4331c05eb,4ce63fb4-0066-4789-882c-cca3a4c6cfbc,Friends with,6,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
be80724d-0551-46b7-9c5e-faa1124fbb6d,95ac62dc-dd42-4669-bd4e-fd05366dbdcb,Co-author,7,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
f06a84ef-14a5-498b-8981-64c372698332,95ac62dc-dd42-4669-bd4e-fd05366dbdcb,Student/teacher,8,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
0093fcb3-b524-416f-b6fe-b8cae32d411a,95ac62dc-dd42-4669-bd4e-fd05366dbdcb,Co-worker/Colleague,6,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
be0d7c38-de79-41da-9608-1da42edb5943,95ac62dc-dd42-4669-bd4e-fd05366dbdcb,Fellow Board Member,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
71a195b8-952b-4668-aec2-b25046f88a55,8a3b698c-2952-4b72-ad0f-49e7b72a3d95,Fellow Board Member,8,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
11cfd38d-41bb-4c28-ab9a-01de42032155,8a3b698c-2952-4b72-ad0f-49e7b72a3d95,Fellow Alumni,3,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
beba6d77-2746-44cb-9115-442af30be195,8a3b698c-2952-4b72-ad0f-49e7b72a3d95,Student/teacher,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
c9e04776-af47-4fe6-8dc9-65d596100bb8,4a062f89-386c-4e4a-ae63-c3b47c060db5,Mentor/Mentee,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
df230bf4-dc6c-46e4-a62d-e895e3a1da6d,4a062f89-386c-4e4a-ae63-c3b47c060db5,Fellow Speaker,3,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
29f0b517-7c10-4698-87ad-1881dc20ea1a,4a062f89-386c-4e4a-ae63-c3b47c060db5,Family - extended,5,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
38084d37-2d0d-4acd-9da9-d371f32c6b1b,7c5a5884-27ac-496f-bd5a-cb7de74cc7ea,Reported to,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
437e3d35-699c-42a4-a087-8b5c327ff197,7c5a5884-27ac-496f-bd5a-cb7de74cc7ea,Collaborated with,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
36275826-41cf-44cb-a0a5-ad501e31e781,de8b37f5-5829-444d-9f3f-53a893f1481f,Fellow Speaker,3,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
524f2e0b-2bf3-4f93-9d7b-c8084b317610,de8b37f5-5829-444d-9f3f-53a893f1481f,Co-founder,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
36a86dfc-a4b1-4203-a96d-f2e6ba9db90a,de8b37f5-5829-444d-9f3f-53a893f1481f,Friends with,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
23eb6caa-c8cd-46f3-ae56-170ed4514a4b,de8b37f5-5829-444d-9f3f-53a893f1481f,Co-worker/Colleague,6,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
8d40631b-f87c-43bf-8d31-514d708c7bcd,de8b37f5-5829-444d-9f3f-53a893f1481f,Fellow Speaker,3,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
0178e78b-ca2b-4c1d-8478-c54d654da361,044b5b1b-62da-4416-aafe-25ea04e084d8,Business Partner,9,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
cbc604d8-d1cd-414f-b43c-a207b27ba22c,044b5b1b-62da-4416-aafe-25ea04e084d8,Family - first level,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
0fa00d8a-b92e-4dfd-bc82-bb3fad502ea6,044b5b1b-62da-4416-aafe-25ea04e084d8,Family - first level,9,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
2cbbea22-341d-4739-aad8-449aff8f7470,044b5b1b-62da-4416-aafe-25ea04e084d8,Co-founder,9,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
e9646556-1728-4b6b-aeb9-4174c9fea8c2,fc2976d6-4ed8-4f3c-973f-ca00b2794b52,Advisor/Advisee,7,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
f5356944-e5fe-4c30-8c7b-5fafae4ebd50,fc2976d6-4ed8-4f3c-973f-ca00b2794b52,Student/teacher,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
a21eb0d3-a335-424b-921d-923691545039,fc2976d6-4ed8-4f3c-973f-ca00b2794b52,Family - extended,5,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
8acb0c3b-3f1d-4cf0-a8c7-317439539b2d,b6e5979f-6ed6-4e33-a50f-981a7637b212,Co-worker/Colleague,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
c5c1f02c-e225-4743-9687-5711d1000211,b6e5979f-6ed6-4e33-a50f-981a7637b212,Advisor/Advisee,7,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
bcea157f-f45e-442b-ae81-b447e258bf2f,b6e5979f-6ed6-4e33-a50f-981a7637b212,Co-worker/Colleague,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
1611f746-9a5a-4544-998b-8eb48bf135df,b6e5979f-6ed6-4e33-a50f-981a7637b212,Business Partner,9,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
a0f55c8a-8e41-48aa-96e2-33ff64a5c9b3,b6e5979f-6ed6-4e33-a50f-981a7637b212,Advisor/Advisee,7,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
af98c611-ae2c-48b1-9bd9-b1106d8a4844,a111d6f0-7c90-4bc0-9755-8175281868de,Business Partner,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
8a54bd0b-54e1-41ff-8e15-d7b7b38b8a97,a111d6f0-7c90-4bc0-9755-8175281868de,Fellow Committee Member,5,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
dad66b35-abae-4363-b38b-b84e0bf7e086,a111d6f0-7c90-4bc0-9755-8175281868de,Fellow Board Member,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
d1f61c0c-edf2-49bc-9b49-6fd0681e5316,a111d6f0-7c90-4bc0-9755-8175281868de,Co-founder,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
f709a7dc-bcba-4745-9d4f-e22245837843,1e312448-db61-4f83-8dd8-88ba89650197,Co-worker/Colleague,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
72f246cf-48f3-4013-aeb2-e3636ccebf6a,1e312448-db61-4f83-8dd8-88ba89650197,Fellow Alumni,3,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
a6b11b13-a4aa-4d35-8da3-0966a4d0c45b,1e312448-db61-4f83-8dd8-88ba89650197,Co-worker/Colleague,6,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
211d1bb7-9ca0-4b9d-bf17-4e2223fc2cb5,dbaf66e2-52a0-4166-b67d-cf534ec30c1d,Fellow Speaker,3,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
98847d12-abc5-4ba9-b9b1-4d153d214150,534b4a51-0592-4546-8887-1fc5c26f0bcc,Co-author,7,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
6a0680e3-a6e3-4b17-a2ef-201959e1d4ef,ccc54d79-fa45-4eca-af0a-b54933ad9e9f,Business Partner,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
510a83d0-c7ae-437f-a9bb-4f4ced75ab2b,ccc54d79-fa45-4eca-af0a-b54933ad9e9f,Fellow Board Member,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
0fc55c9f-d71c-4922-8adc-3fd2854bc142,ccc54d79-fa45-4eca-af0a-b54933ad9e9f,Mentor/Mentee,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
1df81b8d-32ee-4c9c-9120-2c842688ff43,ccc54d79-fa45-4eca-af0a-b54933ad9e9f,Student/teacher,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
0e4c7eae-8e91-4187-be4a-69f19582623d,ccc54d79-fa45-4eca-af0a-b54933ad9e9f,Collaborated with,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
9521d878-2d9f-48c7-ab65-6884567b59c5,c7c73f51-10f9-4b5b-a045-d8e47a0912d8,Collaborated with,8,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
1c3f17f6-ac30-469f-9367-c99c428bf6d7,c7c73f51-10f9-4b5b-a045-d8e47a0912d8,Business Partner,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
7a34d9e3-cd63-4987-951e-a903a25a25c3,a5576e2e-c773-4037-acc7-f1331577a7a5,Business Partner,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
3a5943b0-df83-430f-a8eb-0bf14a45091d,a5576e2e-c773-4037-acc7-f1331577a7a5,Advisor/Advisee,7,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
0c1def4f-0e4a-4e55-9f28-1d92864f3588,a5576e2e-c773-4037-acc7-f1331577a7a5,Co-worker/Colleague,6,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
c11de772-c0c8-46b1-a39e-e8e0f8b7317a,daaa7116-a311-4aed-93b3-500e1302e814,Reported to,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
9eb9950a-0bfd-4ea6-a60a-4cb469c044bd,daaa7116-a311-4aed-93b3-500e1302e814,Business Partner,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
07c08a95-b20e-4c0c-a920-c478180d67f3,daaa7116-a311-4aed-93b3-500e1302e814,Co-founder,9,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
f4b983ed-f7ef-4a0a-8806-85c22427952f,daaa7116-a311-4aed-93b3-500e1302e814,Student/teacher,8,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
8e8a87d1-c3b8-44e7-8867-e2692e02f190,daaa7116-a311-4aed-93b3-500e1302e814,Fellow Board Member,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
cec3e791-da31-4a9e-9247-9ce26f557c38,7e02fa63-f7b6-4dda-806f-31c36408b74f,Fellow Speaker,3,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
7e10f7e5-da7f-48f5-8126-aec6b0490c72,7e02fa63-f7b6-4dda-806f-31c36408b74f,Friends with,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
f4fae78e-c1da-45eb-9dbb-b82747ab2ed2,3da61d27-cea9-4a4c-9c46-ba96abaa926e,Fellow Speaker,3,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
0cd47a3a-4503-45bb-802c-b111b43cb890,3da61d27-cea9-4a4c-9c46-ba96abaa926e,Mentor/Mentee,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
b11dff27-27cc-4b5f-b628-39ac0ae923b5,3da61d27-cea9-4a4c-9c46-ba96abaa926e,Friends with,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
5561a945-e8d3-43fa-bd75-85a1590eb089,3da61d27-cea9-4a4c-9c46-ba96abaa926e,Fellow Speaker,3,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
d934b447-bad2-4be7-beea-784568a2ab04,3da61d27-cea9-4a4c-9c46-ba96abaa926e,Mentor/Mentee,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
1457ac4a-c875-4110-8f6d-fc0f14d78473,49032342-3eaf-4285-bf1e-69a4aeb4322a,Friends with,6,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
11ccec74-5a84-48ae-b300-67bbf4d1cb8e,49032342-3eaf-4285-bf1e-69a4aeb4322a,Fellow Board Member,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
5a54bd5e-bc08-4852-befc-cff0f7c2d3f9,49032342-3eaf-4285-bf1e-69a4aeb4322a,Family - extended,5,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
f6665e77-194c-49aa-8f75-35ba4a94b23b,49032342-3eaf-4285-bf1e-69a4aeb4322a,Co-worker/Colleague,6,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
08ec7f35-6afd-44aa-8380-b5155d710f89,49032342-3eaf-4285-bf1e-69a4aeb4322a,Business Partner,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
3b92171d-dae9-4b13-8567-c8439b929e43,d934b447-bad2-4be7-beea-784568a2ab04,Fellow Alumni,3,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
f425f27f-eff7-40d8-94cb-f93c422344c2,d934b447-bad2-4be7-beea-784568a2ab04,Co-founder,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
abc347d8-5bcf-470b-b2d9-300f78ad6bbb,d934b447-bad2-4be7-beea-784568a2ab04,Fellow Speaker,3,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
0f3d3a3c-32e4-418f-a401-f27ca3a29698,8f5ec432-5429-4c19-94de-b2319982c7d4,Mentor/Mentee,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
ad830383-f01e-4a70-aec9-f15b6569ff09,960f3e70-f522-4d2f-bc1f-522024b2a84f,Business Partner,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
17efca01-b251-4116-af78-e8b0f105c5d6,960f3e70-f522-4d2f-bc1f-522024b2a84f,Advisor/Advisee,7,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
152a6f74-5620-4800-a46e-01aa845065b5,37ada321-4743-473d-9885-ea8ee205fa0d,Reported to,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
83001ffc-8384-426a-bbd0-0a70d63e2bba,37ada321-4743-473d-9885-ea8ee205fa0d,Family - first level,9,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
bfc7f96a-0536-4a55-a800-ef0234e2bf4c,37ada321-4743-473d-9885-ea8ee205fa0d,Fellow Alumni,3,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
f7cc4e1d-4b37-468d-aebe-e96507630ecb,9d1a3c93-dfae-4123-b989-8c3ac0e3ecc3,Reported to,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19
01e97589-44e7-44d2-83ec-f215c6058414,9d1a3c93-dfae-4123-b989-8c3ac0e3ecc3,Family - extended,5,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
2cfaa98c-7ba8-4a70-8523-a5513af1b5a3,b762f48e-5f81-477e-9743-d452548ea94b,Friends with,6,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
f268cfe0-5c55-4c0b-b63e-5bd4c014f2c2,cae7106e-d5d3-4d7e-9254-91fd198b8933,Friends with,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
eb2666a9-6419-45a4-9797-2ff4b1cf3ccf,cae7106e-d5d3-4d7e-9254-91fd198b8933,Fellow Committee Member,5,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19
3c6d6df4-fd43-41f7-a2c1-ce517a65cb3b,cae7106e-d5d3-4d7e-9254-91fd198b8933,Mentor/Mentee,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
ec0b662c-4bbb-4eb0-af18-73222ea2992d,d0a73205-fd69-4997-8000-3e901219b4f2,Mentor/Mentee,8,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
1457ac4a-c875-4110-8f6d-fc0f14d78473,d0a73205-fd69-4997-8000-3e901219b4f2,Reported to,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19
406e2628-55da-41c9-bdd8-e64c31ff7614,d0a73205-fd69-4997-8000-3e901219b4f2,Friends with,6,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
92a42e42-8ed9-4e46-9ef4-09f9d7059faa,d0a73205-fd69-4997-8000-3e901219b4f2,Collaborated with,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
98fda998-a572-4252-9338-e6cc5108d6c6,d0a73205-fd69-4997-8000-3e901219b4f2,Family - extended,5,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
49ea7e79-f1e1-42dc-a8de-75ac8fe5528c,29c2749a-66d4-4d16-9961-cdb8bb8fcb6e,Student/teacher,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
df230bf4-dc6c-46e4-a62d-e895e3a1da6d,29c2749a-66d4-4d16-9961-cdb8bb8fcb6e,Co-founder,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
7610d3ae-7730-456e-bb12-37af3a444062,29c2749a-66d4-4d16-9961-cdb8bb8fcb6e,Fellow Committee Member,5,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19
b1e1956f-70cf-469e-a4e5-a80c078f34a1,1b034431-e502-4c31-ba6a-1df051e09b3c,Fellow Board Member,8,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
d697e430-024b-4afa-97b4-322772aa2537,1b034431-e502-4c31-ba6a-1df051e09b3c,Mentor/Mentee,8,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19
fb898339-208e-486c-aa32-5974b47b3f6e,1b034431-e502-4c31-ba6a-1df051e09b3c,Student/teacher,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
3772c865-81fb-4f38-a57e-c8c001cb7303,1b034431-e502-4c31-ba6a-1df051e09b3c,Family - extended,5,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19
93ace85f-3e3a-4534-a611-970a3f707ced,1a9c2063-77e6-4681-b33b-dc32fed47752,Fellow Board Member,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19
49805db7-1eb3-428c-8892-a7e70d6bc9c4,1a9c2063-77e6-4681-b33b-dc32fed47752,Fellow Alumni,3,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19
