id,donor_id,influencer_id,relationship_type,relationship_weight,interest_category,created_at,last_interaction_date,is_active
2998dc56-f9b7-4fe0-aaa3-06aef1da4bd3,e215ac32-7add-4115-a8c9-b9f6d5a3abf3,919194b4-960f-49e0-8e93-95b5683d9c0b,Collaborated with,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
299ba59e-56d9-4639-8252-e369baa4e541,f268cfe0-5c55-4c0b-b63e-5bd4c014f2c2,cae7106e-d5d3-4d7e-9254-91fd198b8933,Friends with,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2a9b5cd1-f622-4358-b4ab-7a3f27de23f2,fcec3883-61a4-49b8-918d-4e82c9365d0f,b2111976-8e3c-4d39-809c-b5937acdd146,Family - extended,5,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2ad10c6b-40be-4110-b8a7-3987fdd75396,51badf6d-e3f4-4516-b1e1-650c1487e93a,78e30c1f-3001-4a92-afff-6d2f029829e0,Fellow Board Member,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2c11787f-7b2b-4198-b402-d84643028264,f41f4c35-8d4b-4ad8-8687-880fca1933e6,ca743936-b8a9-4592-a351-b1b7c6578ac6,Reported to,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2c2d0f6a-ce1d-4868-80a4-41a1b2e148e8,af14b345-3671-4898-801a-937e4abc77b8,d4762591-c36b-44cf-a8f6-de5f90a682b9,Co-founder,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2c640f20-f28e-49d6-9afa-acb415fcdd33,d8bd8f04-f8ee-4301-9b73-89f5bca7dd64,565628d3-5892-4f3e-bcd3-61600d3181e9,Fellow Speaker,3,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2c6fd7b7-382e-4b6c-8906-03e8b6bd6e9a,ded02442-a6b2-4184-9e7d-e1629abca6e1,c36f0ef4-9639-4852-a94b-849c94e30893,Co-worker/Colleague,6,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2d0eeed4-4f80-4244-abb5-f348ac684466,be80724d-0551-46b7-9c5e-faa1124fbb6d,95ac62dc-dd42-4669-bd4e-fd05366dbdcb,Co-author,7,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2dbcc603-6d3a-4448-aca7-cef4a5bd708f,f709a7dc-bcba-4745-9d4f-e22245837843,1e312448-db61-4f83-8dd8-88ba89650197,Co-worker/Colleague,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2e4d5635-5287-497c-beba-171490a21e65,34301b6e-a517-4484-9730-0a61551f4f4c,4ce63fb4-0066-4789-882c-cca3a4c6cfbc,Reported to,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2e8f90ce-c48b-4f1c-a26d-3e34dc87c6d7,be483ed6-a35a-4be3-8770-b2e5c6e9fa28,80247eda-f93e-44d1-8627-37839835db21,Reported to,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2f9e6e4d-849c-4954-9a52-06837604b5a8,34220f8f-3c17-45d1-8c72-88ae381a6de8,ca743936-b8a9-4592-a351-b1b7c6578ac6,Fellow Speaker,3,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2fbbb77b-027f-43b2-a2d4-e97cc2b23de4,1ccabb0d-8398-49e3-a404-2cf0bdd071af,f06a84ef-14a5-498b-8981-64c372698332,Friends with,6,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2fd08833-8ada-4203-8c58-b8caa6a2e074,e6047c44-ae02-4005-b197-3bc46e03d15c,e1834296-55ee-4ca1-b52a-821fe749239c,Mentor/Mentee,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
2ff3c4c7-927e-41ad-99df-7001fce846ea,0bbffdb0-b3e5-452a-891d-43bc7501f262,6994e448-67f5-4eae-8eaf-ad58dc3400d5,Reported to,9,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
301a7705-2ed0-4d2d-8607-dc24acb201a2,152a6f74-5620-4800-a46e-01aa845065b5,37ada321-4743-473d-9885-ea8ee205fa0d,Reported to,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3041df0f-c6e5-418f-8f7d-09802382e0be,dad66b35-abae-4363-b38b-b84e0bf7e086,943c953a-9774-4e9d-9f1f-2a4ad560c7ab,Advisor/Advisee,7,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
315049ba-bf1f-40d5-84b5-5e7e09542b7a,b3ce178d-432b-467f-88a2-c5da90e3133b,96238e52-c177-4aab-9c6e-d1ca3c9afd54,Family - extended,5,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
31e6488f-0805-4ff4-a749-8104b4ea642a,0fbca3ed-44d3-44eb-92ea-afee99477576,80fa98e4-cc39-45dc-b441-530db0b5b105,Reported to,9,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
31f4618a-7f7c-43f8-ab7f-1270e7b4b411,8de4d78c-0be0-4f3d-992b-cb843c0791a3,72d98ef2-1157-4ac4-b160-3c251f8af2a9,Fellow Alumni,3,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
330c6f93-0ba1-4821-8280-25bd578e072d,1c3f17f6-ac30-469f-9367-c99c428bf6d7,3bc42d1e-d7a7-467b-9657-4ba80a9435c8,Family - first level,9,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
331457ea-f8ed-4c13-8d6f-e78a62f1f42f,90bf88f2-60fe-4741-96f2-8cd728291276,c5496821-6d6a-4413-9943-a7b5cd2d9d28,Fellow Speaker,3,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
33b77693-a1f8-4bed-a134-02d78bfb60bd,304ef720-bd8d-4b8a-885d-a2b4fe8b1fed,982e344f-5a30-4708-86f3-90cdfc18858a,Student/teacher,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
33e25ce5-2fe0-4271-ae6a-4ffe864b1c23,ef3f7d85-b2db-4966-9582-4acc95f72719,2dda8be8-0ac6-4ff2-ad09-fcbc3fbf92f2,Fellow Committee Member,5,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
33f712e7-9539-465e-9a41-338a2a46d7fb,e58267b4-95c5-4914-9b71-fb3749f8ad75,8e477cf9-508b-4b37-ad9f-dbd5a590edb8,Friends with,6,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
34708d76-0f75-435c-8e54-9da6db947622,f0ecbee4-58b9-416c-bad3-7d699e4f9b65,a1324167-56ea-41a4-9a19-053bdb057d12,Business Partner,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
348ec4b5-7690-4245-a197-0835e4c38c9b,cbf5fb99-7c6d-49b3-bcc7-08b025dfa0d1,784976b4-a654-4f49-8337-4c8d4115eb10,Reported to,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
34a06c6f-c63e-4b9f-bdfb-2ded4d479de3,8a3c4bf8-c292-4711-9331-b35221ad3629,05d13956-e1a5-4ff8-9204-2af2f626d2e7,Collaborated with,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
34fef51c-2862-4fe5-9669-a0cb7d58c071,887d628b-af3a-4f0b-9509-ea82444bcab8,e50c537a-a003-451b-ab4d-ca47db4efc55,Co-worker/Colleague,6,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
35e3c5dd-fa33-4a47-8aa8-2d0465582e33,36275826-41cf-44cb-a0a5-ad501e31e781,de8b37f5-5829-444d-9f3f-53a893f1481f,Fellow Speaker,3,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
36c984e7-76aa-46ab-8753-176f266d1756,5a54bd5e-bc08-4852-befc-cff0f7c2d3f9,49032342-3eaf-4285-bf1e-69a4aeb4322a,Family - extended,5,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
36dd7aa7-ac13-4292-853d-21158e67310e,73320fcd-d6ec-4938-b84c-6546e5e1353e,8858b229-f760-4d8a-9eb4-7ebe943d5a48,Family - first level,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
374b635b-7321-4e3c-982c-65acea0ad117,045eb9b0-29b3-4ba5-988a-6b04237c9875,bd0fa4bd-f1fb-47a4-ba95-a5c46309e613,Fellow Alumni,3,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
382d60ed-f879-41e5-ad62-53a75df190f3,f4fae78e-c1da-45eb-9dbb-b82747ab2ed2,3da61d27-cea9-4a4c-9c46-ba96abaa926e,Fellow Speaker,3,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
39193c4e-ee58-439d-abe2-4725ab6b6cc7,1c3f17f6-ac30-469f-9367-c99c428bf6d7,c7c73f51-10f9-4b5b-a045-d8e47a0912d8,Business Partner,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3a01a05f-9bfc-4158-b485-e0cc58a66294,7d6eb8e1-f8cb-43e2-b6ee-c5f2fb5a27c9,34220f8f-3c17-45d1-8c72-88ae381a6de8,Student/teacher,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3aa121c4-3e84-44d8-bdae-e504d7e921e1,a04748ac-7581-436f-9f83-74e49b93ee6b,acaa7e5e-d908-4641-8239-af6edfa02d9d,Fellow Board Member,8,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3b0dcce1-8635-4684-934f-fa41a77fbe09,c88b5fdd-4fa9-4821-a021-a9a305ae1056,23b0d32b-f83d-474b-8315-2f9935e246df,Advisor/Advisee,7,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3b786a9f-deba-4a67-8ce8-883c3c9e9a48,7e10f7e5-da7f-48f5-8126-aec6b0490c72,7e02fa63-f7b6-4dda-806f-31c36408b74f,Friends with,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3bda764c-156c-4208-a1d2-bc03b7dc58a5,6483b977-3196-4078-b5e0-d231fd771360,e59b3347-c2d5-4419-a24a-ebd2344e68df,Fellow Committee Member,5,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3be3322c-9049-4f8e-b501-dd6c8d0036f3,f6665e77-194c-49aa-8f75-35ba4a94b23b,49032342-3eaf-4285-bf1e-69a4aeb4322a,Co-worker/Colleague,6,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3bfb4faa-cddf-493f-9b12-50784c644954,17fcb4d5-de08-45fa-89ce-306ea8a52b47,fea77886-b50b-438e-b24a-8be62172d203,Co-founder,9,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3caa6779-3c84-4046-9477-fdd669f2bfa8,0c1def4f-0e4a-4e55-9f28-1d92864f3588,a5576e2e-c773-4037-acc7-f1331577a7a5,Co-worker/Colleague,6,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3d000801-6112-4a8e-9650-f94cc1f5a5da,2728c27d-cbf1-44ca-bf92-b64c1d18f4fa,ecd9df79-22a9-416c-a3b7-5a207ccb2e4f,Student/teacher,8,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3e135488-9627-4bc6-9bad-587020669527,beba6d77-2746-44cb-9115-442af30be195,8a3b698c-2952-4b72-ad0f-49e7b72a3d95,Student/teacher,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3e1a9494-db10-453d-9d04-6f9079a14205,55d8a61e-b644-4f40-87a5-d227b95c8e8b,f7b53c95-8860-41c7-9311-f82c3ca9a3db,Fellow Board Member,8,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3e2a583b-2a3e-48aa-a4ca-e0bbeee6a29e,83c1369f-4cc0-4d6b-9ec5-85520c4b2229,8a54bd0b-54e1-41ff-8e15-d7b7b38b8a97,Friends with,6,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3e4b467d-5f78-406d-907c-258c636bbc2d,0f2f6fd3-e4c0-4fab-baf3-2ea6f019c464,5087d838-7069-4676-80de-9914fee3eb7f,Reported to,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3e5259cf-84f7-4377-b3cf-8dbfbf0868c7,49805db7-1eb3-428c-8892-a7e70d6bc9c4,1a9c2063-77e6-4681-b33b-dc32fed47752,Fellow Alumni,3,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3f383144-0a5d-4bfe-9e01-bdc54de4c898,687e95e6-db48-4bab-b82f-db95f54f9500,3292cb01-0f37-45fa-87c5-c4077a323754,Friends with,6,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
3f7325d6-b2cd-49c4-9e7b-825ea32c728b,92a42e42-8ed9-4e46-9ef4-09f9d7059faa,d0a73205-fd69-4997-8000-3e901219b4f2,Collaborated with,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
40a98983-9e0c-46f0-86a9-1963e5f2dd76,4a881899-37f1-430c-93fb-b40ad86c5965,beb5338f-997d-4081-936c-a3148fd07e5c,Business Partner,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
40e5d810-c777-4541-a41d-4c9dde298ea8,1200df2c-d983-4f3c-869c-b1968f83bf72,5ab17456-cc3d-456c-85a4-012e9d2ed334,Fellow Board Member,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
416d7c4e-9110-41e2-b713-09c2944d9cd9,f709a7dc-bcba-4745-9d4f-e22245837843,d3c6532f-c6a0-4e10-b8e6-f6f5979ae7de,Student/teacher,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
41742acd-6020-4a41-8c81-be68cec47307,a27f0096-a6ec-4db7-a0b6-231e95621a95,c5496821-6d6a-4413-9943-a7b5cd2d9d28,Co-worker/Colleague,6,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
418b1f61-f1ea-4615-89b7-e44d00c98c99,34f80897-2080-46d9-a7a3-2bcdcaa37d89,b2111976-8e3c-4d39-809c-b5937acdd146,Advisor/Advisee,7,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4212462c-b272-4944-bac0-1b7d47955b96,2dd1b902-b67e-4c39-8890-535aa0f412d6,f3a39504-8527-4542-a22c-fef10550dcb4,Co-founder,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4288d225-5b0e-4a39-a474-8836a1e83f74,05d13956-e1a5-4ff8-9204-2af2f626d2e7,450e5816-4a0c-49b2-a8d5-ffeabe1ac073,Student/teacher,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
428facf2-0dd3-4c02-84a6-00b3e2f5e1b1,189d3a9d-4aef-43b3-b840-7e6f23e3cdd2,6600e210-ea7b-4568-b135-4ccb8403d3ac,Family - first level,9,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
42bdccf0-551e-4915-be6f-a7b5d2f35e98,0b309f63-fa38-40af-a7df-3c4200a4aaa7,6f1c9da4-81d9-4cca-9a8d-8720938c9b80,Fellow Alumni,3,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
439befae-6532-496c-93eb-f68d53b4a47f,510a83d0-c7ae-437f-a9bb-4f4ced75ab2b,ccc54d79-fa45-4eca-af0a-b54933ad9e9f,Fellow Board Member,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
43f3ec77-e33d-4259-b2d7-e358fdafc8fe,05620726-05e5-446e-b6f7-2ab3ba04c8af,f4857e78-ad41-427f-ac62-e03e90988960,Co-worker/Colleague,6,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
43f6c895-80ee-4049-858f-fb03e829d8bf,a91c7a41-981c-4ee3-ac0f-45a5e6740ed1,b06e9c18-2542-496f-a9ff-3cd3131a766f,Family - first level,9,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
44b09b16-ef54-4d3b-ab98-4344ec92cdaf,211c5f89-4b95-4b07-8f1b-1abfffbe992d,b06e9c18-2542-496f-a9ff-3cd3131a766f,Collaborated with,8,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
457bf509-af1b-44e7-9054-b84d93f28c54,99d27ff8-de63-4e35-9bc9-6b84074e871f,6402defd-144b-45fb-a5cc-8ff168b4db9a,Friends with,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
45e48c81-a1a2-4af1-a181-a7d73e27006a,5bf1d4e8-8915-43ad-b403-43b982f7a0de,70e4a70d-9c73-4cd1-8bb9-88217c4b214e,Fellow Board Member,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4604f4f9-2f3d-4fd5-8c50-b0f37fe79143,6d8ddc47-9cb4-4e5b-9050-8080dcf910de,4f3bfcce-c376-4bcb-a8d2-be5c1f7742d7,Business Partner,9,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4613695b-fd64-4df4-a90f-45e88b72372c,e068b776-b700-4080-986d-1f25efed62c8,f4686e78-cc16-4208-b09d-a41524ece694,Fellow Speaker,3,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
463fe036-c644-434e-b069-1c435d320c57,a310ee6a-1f7a-4d8a-b2bc-e266c9e14e7e,d0e6fa56-051e-4576-8cf5-a19aa928773d,Collaborated with,8,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
465b0049-86eb-420a-95fc-53a19cc9e82a,461b829a-5f6d-4b51-bbd4-2f2cd68ff9a7,6de69601-efe5-48d8-bb80-ed5bd67d90d0,Family - extended,5,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4699c27c-b223-4f93-8e98-80c8c97bcbfb,4c17b6f5-d033-4b76-9cc2-77ac4c0f7b3c,8bb50e64-319d-4ba4-a083-1ab8ab321e1a,Business Partner,9,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
47180cc9-a2d4-43d8-baf8-c053339bc0e4,b34f4a4c-0b31-4f00-bc67-19d20a92eede,8bb50e64-319d-4ba4-a083-1ab8ab321e1a,Business Partner,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
47572bb8-91b7-40bf-b6a8-3fd1cb8463ec,f167f4bb-71bc-49bf-9a92-5c6becf67f52,5842e994-9a95-4b66-94e1-02fac0214bfa,Co-founder,9,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
482309d2-c99a-450a-8953-f4bf69a31304,59f5c052-5630-48f4-9622-ccbf22bcb00d,a04748ac-7581-436f-9f83-74e49b93ee6b,Fellow Speaker,3,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
486e8fc4-fc85-4d0c-90b8-a0f122714560,3a5943b0-df83-430f-a8eb-0bf14a45091d,a5576e2e-c773-4037-acc7-f1331577a7a5,Advisor/Advisee,7,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
487429cb-84ff-4c2b-82b4-17da1131cde1,d15ec2a6-f8e0-4eb0-983e-57f3f54bd6ba,7b1611a8-fac3-47e1-8a59-d329d58504f1,Fellow Board Member,8,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
487bd341-e702-4377-94ae-30bc348159ea,befa5b7f-8fa5-462b-afc3-3dba0e8000c9,f06a84ef-14a5-498b-8981-64c372698332,Fellow Committee Member,5,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4902691e-d0b6-4f54-8c9c-6950156eccee,f0ecbee4-58b9-416c-bad3-7d699e4f9b65,7f91ada6-c58d-47bf-9f45-940282f6a292,Advisor/Advisee,7,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4935d145-c19c-49da-98c5-96a313f6ef5e,4bede622-30f7-4617-87e9-7aba51a7748d,d2764fe8-5967-406c-a912-b4cd6f940c3b,Mentor/Mentee,8,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4af7e042-a207-414e-b071-9e87aa08a284,b31f113b-afdd-4355-b447-64da974445a1,177d7144-f619-4b7f-a4ee-0ba709093065,Advisor/Advisee,7,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4b0ce84d-579c-46a4-b08e-1596580b90d9,19b5b86e-e459-4ee5-9be3-1e07fd2ff7b6,3b024fb9-9c8b-47fb-b2bf-b0b21071c8b2,Reported to,9,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4b4ad1eb-60ed-48bd-aa88-6e3e80da0f06,8acb0c3b-3f1d-4cf0-a8c7-317439539b2d,b6e5979f-6ed6-4e33-a50f-981a7637b212,Co-worker/Colleague,6,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4b974dee-c6f4-478a-912f-f8f70503fb6a,cc482931-609d-48ae-9eff-a73c58fa2e37,b2111976-8e3c-4d39-809c-b5937acdd146,Fellow Speaker,3,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4ba10ad0-20b8-4c08-9c9e-bb6cf307a85c,d898f586-4baf-408f-9d0f-ad860993e6af,96238e52-c177-4aab-9c6e-d1ca3c9afd54,Reported to,9,"Creative Arts: Painting (oil painting, watercolor, acrylics)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4c1eec1e-0762-4efd-92a6-b085613f3c1c,dad66b35-abae-4363-b38b-b84e0bf7e086,80247eda-f93e-44d1-8627-37839835db21,Fellow Speaker,3,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4c25d50d-a054-4964-967c-6ca2d35c965a,934aa4c3-dcb3-4fae-a0a2-9e0546f840ee,c36f0ef4-9639-4852-a94b-849c94e30893,Business Partner,9,"Technology and Gaming: Video gaming (console gaming, PC gaming)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4d123a42-7fb6-4271-9379-d2e49800512a,696fb37e-34c1-499c-8113-aca8f90dd352,4037c715-6506-4bde-91c8-d85fd5dd6093,Co-author,7,Travel and Exploration: Visiting new countries and cultures,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4d3b8138-e4a3-4b28-a9f1-1ce36ef6074a,26df100c-4551-4ba1-8bc3-6011a43d5880,dd601c90-61fb-419a-b070-bd0c79ee5895,Fellow Alumni,3,Cooking and Baking: Culinary arts and gourmet cooking,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4e99464d-7081-4099-962b-c4351082fc6e,79ce593e-4858-4ec1-b3c9-05661e25d4eb,d8ae0379-4d80-45dd-ab48-24821b0a24ec,Family - extended,5,Health and Wellness: Yoga retreats and wellness tourism,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4fa34cbd-b12a-4720-9a17-b37b5a93a5d7,83001ffc-8384-426a-bbd0-0a70d63e2bba,dd4dd762-8340-4723-aa99-89fbd89d0bcf,Friends with,6,Travel and Exploration: Backpacking and adventure travel,2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4fa8e8cd-dc3e-4884-9d6c-fc2eb8410fba,1ddf3108-4cbb-47d6-bd6c-eba7931a856d,57b62f77-e1e4-47d5-b41e-bf776ff8b59c,Fellow Committee Member,5,"Outdoor Activities: Camping (tent camping, RV camping)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
4fac88af-651a-4362-a451-7806785765d3,fb898339-208e-486c-aa32-5974b47b3f6e,1b034431-e502-4c31-ba6a-1df051e09b3c,Student/teacher,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
5027649f-b815-485c-8078-fe482117e568,0fc55c9f-d71c-4922-8adc-3fd2854bc142,ccc54d79-fa45-4eca-af0a-b54933ad9e9f,Mentor/Mentee,8,"Reading and Literature: Poetry and poetic forms (haiku, sonnets, free verse)",2025-08-30 16:04:19,2025-11-27 10:31:13.240475,true
